region_id,merchart_id,sub_category_code,product_id,product_name,product_brand,product_price,product_promo_price,product_url
1,48,tverdye_i_polutverdye,9282,"Сыр Laime Пармезан колотый выдержанный 9 месяцев, 100 г",Laime,307.99,,https://www.auchan.ru/product/syr-kolotyy-parmezan-vyderzhannyy-9-mesyacev-100-g/
1,48,tverdye_i_polutverdye,275844,"Сыр Laime Премиум 50%, 200 г",Laime,231.99,,https://www.auchan.ru/product/syr-layme-premium-50-200g/
1,48,tverdye_i_polutverdye,221258,"Сыр Laime Российский молодой БЗМЖ, 125 г",Laime,163.99,,https://www.auchan.ru/product/syr-ross-laime-nar-125g-bzmzh/
1,48,tverdye_i_polutverdye,221255,"Сыр Laime Тильзитер БЗМЖ, 125 г",Laime,163.99,,https://www.auchan.ru/product/syr-tilz-laime-nar-125g-bzmzh/
1,48,tverdye_i_polutverdye,252076,"Сыр Laime Швейцарский 45% БЗМЖ, 150 г",Laime,389.99,,https://www.auchan.ru/product/syr-shveycarskiy-laime-45-150g/
1,48,tverdye_i_polutverdye,259534,"Сыр Oldenburger Маасдам 45% БЗМЖ, вес",Oldenburger,894.98,,https://www.auchan.ru/product/syr-maasdam-oldenburg-45-ves/
1,48,tverdye_i_polutverdye,217000,"Сыр Schonfeld Эмменталер нарезка БЗМЖ, 125 г",Schonfeld,188.99,,https://www.auchan.ru/product/syr-schonfeld-emment-nar-125g/
1,48,tverdye_i_polutverdye,299694,"Сыр TOME de BUA выдержанный 41% БЗМЖ, 200 г",TOME de BUA,253.99,,https://www.auchan.ru/product/syr-vyder-tome-de-bua-41-200g/
1,48,tverdye_i_polutverdye,299700,"Сыр TOME de BUA выдержанный с тмином 41% БЗМЖ, 200 г",TOME de BUA,221.82,,https://www.auchan.ru/product/syr-tome-de-bua-tmin-41-200g/
1,48,tverdye_i_polutverdye,282268,"Сыр «Азбука сыра» Пармезан 45% БЗМЖ, 200 г",Азбука сыра,256.99,,https://www.auchan.ru/product/syr-parmezan-40-200-g-azbuka/
1,48,tverdye_i_polutverdye,185249,"Сыр «Веселый Роджер» 45% БЗМЖ, вес",Радость вкуса,111.2,,https://www.auchan.ru/product/syr-veselyy-rodzher-45/
1,48,tverdye_i_polutverdye,274001,"Сыр «Киприно» Пармезан 34% БЗМЖ, 200 г",Киприно,319.99,,https://www.auchan.ru/product/cyr-parmezan-34-kiprino-200g/
1,48,tverdye_i_polutverdye,274005,"Сыр «Киприно» Тильзитер 50% БЗМЖ, 250 г",Киприно,291.99,,https://www.auchan.ru/product/syr-tilziter-50-kiprino-250g/
1,48,tverdye_i_polutverdye,298608,"Сыр «Киприно» Чеддер 45% БЗМЖ, 200 г",Киприно,237.8,,https://www.auchan.ru/product/syr-chedder-45-kiprino-200g/
1,48,tverdye_i_polutverdye,249964,"Сыр «Сыробогатов» Российский 50% БЗМЖ, 180 г",Сыробогатов,183.99,,https://www.auchan.ru/product/syr-rossiys-syrobogat-50-180g/
1,48,tverdye_i_polutverdye,269029,"Сыр «Сыробогатов» Швейцарский 45% БЗМЖ, 180 г",Сыробогатов,265.99,,https://www.auchan.ru/product/syr-shveycar-syrobogat-45-180g/
1,48,tverdye_i_polutverdye,293821,"Сыр «Тысяча Озёр» Лапландский, 200 г",Тысяча Озёр,243.99,,https://www.auchan.ru/product/syr-lapland-tysyacha-ozer-200g/
1,48,tverdye_i_polutverdye,293820,"Сыр «Тысяча Озёр» Легкий, 200 г",Тысяча Озёр,219.99,,https://www.auchan.ru/product/syr-legkiy-tysyacha-ozer-200g/
1,48,tverdye_i_polutverdye,293819,"Сыр «Тысяча Озёр» Сливочный, 200 г",Тысяча Озёр,239.99,,https://www.auchan.ru/product/syr-tysyacha-ozer-slivochnyy-200g/
1,48,tverdye_i_polutverdye,281781,"Сыр АШАН Золотая птица халуми с паприкой БЗМЖ, 100 г",АШАН Золотая птица,179.9,,https://www.auchan.ru/product/zp-halumi-s-papr-bzmzh-100g/
